5.42173502345e-13,0.557386920061,
5.42715947024e-13,0.434749586948,
5.4325893442e-13,0.325361162436,
5.43802465074e-13,0.233408374415,
5.44346539531e-13,0.160393746329,
5.44891158335e-13,0.105528809424,
5.45436322029e-13,0.066456620018,
5.45982031161e-13,0.0400519394539,
5.46528286274e-13,0.0231000081753,
5.47075087915e-13,0.0127505603361,
5.47622436632e-13,0.00673645790076,
5.48170332971e-13,0.00340721879355,
5.48718777481e-13,0.00165019001196,
5.49267770709e-13,0.000765502640712,
5.49817313205e-13,0.000340221457779,
5.50367405519e-13,0.000144913759966,
5.509180482e-13,5.91733178197e-05,
5.51469241799e-13,2.31712232854e-05,
5.52020986867e-13,8.70399316312e-06,
5.52573283956e-13,3.13743460505e-06,
5.53126133619e-13,1.0855671973e-06,
5.53679536408e-13,3.60663779845e-07,
5.54233492876e-13,1.1509277267e-07,
5.54788003578e-13,3.52879776215e-08,
5.55343069069e-13,1.03984695227e-08,
5.55898689902e-13,2.94580418426e-09,
5.56454866634e-13,8.02517567676e-10,
5.5701159982e-13,2.10301437452e-10,
5.57568890019e-13,5.30254352484e-11,
5.58126737786e-13,1.28675735291e-11,
5.58685143681e-13,3.00582926529e-12,
5.5924410826e-13,6.75923123125e-13,
5.59803632084e-13,1.45888898861e-13,
5.60363715711e-13,2.97820533178e-14,
5.60924359702e-13,5.61111149465e-15,
5.61485564617e-13,8.63247922254e-16,
5.62047331018e-13,-4.31623961127e-16,
5.62609659467e-13,-8.63247922254e-16,
5.63172550525e-13,0.0,
5.63736004755e-13,0.0,
5.64300022722e-13,-4.31623961127e-16,
5.64864604989e-13,0.0,
5.6542975212e-13,4.31623961127e-16,
5.65995464682e-13,0.0,
5.66561743238e-13,-4.31623961127e-16,
5.67128588357e-13,0.0,
5.67696000604e-13,0.0,
5.68263980547e-13,4.31623961127e-16,
5.68832528755e-13,-4.31623961127e-16,
5.69401645794e-13,0.0,
5.69971332236e-13,0.0,
5.70541588649e-13,0.0,
5.71112415603e-13,0.0,
5.7168381367e-13,0.0,
5.72255783421e-13,0.0,
5.72828325428e-13,8.63247922254e-16,
5.73401440263e-13,4.31623961127e-16,
5.739751285e-13,4.31623961127e-16,
5.74549390711e-13,0.0,
5.75124227473e-13,0.0,
5.75699639358e-13,-4.31623961127e-16,
5.76275626943e-13,-8.63247922254e-16,
5.76852190804e-13,-4.31623961127e-16,
5.77429331517e-13,-4.31623961127e-16,
5.7800704966e-13,-1.29487188338e-15,
5.78585345809e-13,-8.63247922254e-16,
5.79164220544e-13,-6.47435941691e-16,
5.79743674443e-13,-4.31623961127e-16,
5.80323708086e-13,-6.47435941691e-16,
5.80904322053e-13,-2.15811980564e-16,
5.81485516924e-13,-2.15811980564e-16,
5.82067293281e-13,-2.15811980564e-16,
5.82649651705e-13,-2.15811980564e-16,
5.83232592778e-13,-2.15811980564e-16,
5.83816117085e-13,0.0,
5.84400225207e-13,2.15811980564e-16,
5.8498491773e-13,-2.15811980564e-16,
5.85570195237e-13,0.0,
5.86156058315e-13,-2.15811980564e-16,
5.86742507549e-13,0.0,
5.87329543526e-13,-2.15811980564e-16,
5.87917166832e-13,0.0,
5.88505378056e-13,0.0,
5.89094177785e-13,-2.15811980564e-16,
5.89683566608e-13,-1.07905990282e-16,
5.90273545114e-13,-1.07905990282e-16,
5.90864113895e-13,0.0,
5.91455273539e-13,0.0,
5.92047024639e-13,-2.15811980564e-16,
5.92639367786e-13,-2.15811980564e-16,
5.93232303572e-13,0.0,
5.93825832591e-13,0.0,
5.94419955435e-13,-1.07905990282e-16,
5.950146727e-13,-1.07905990282e-16,
5.95609984979e-13,-1.07905990282e-16,
5.96205892868e-13,0.0,
5.96802396963e-13,-3.23717970845e-16,
5.97399497861e-13,-2.15811980564e-16,
5.97997196158e-13,-1.61858985423e-16,
5.98595492453e-13,-1.07905990282e-16,
5.99194387343e-13,-1.61858985423e-16,
5.99793881427e-13,-1.07905990282e-16,
6.00393975305e-13,0.0,
6.00994669578e-13,0.0,
6.01595964845e-13,-1.07905990282e-16,
6.02197861708e-13,-5.39529951409e-17,
6.02800360769e-13,0.0,
6.0340346263e-13,5.39529951409e-17,
6.04007167895e-13,-1.07905990282e-16,
6.04611477168e-13,-5.39529951409e-17,
6.05216391051e-13,-2.69764975704e-17,
6.05821910151e-13,0.0,
6.06428035074e-13,-1.34882487852e-16,
6.07034766424e-13,-5.39529951409e-17,
6.07642104809e-13,2.69764975704e-17,
6.08250050836e-13,8.09294927113e-17,
6.08858605113e-13,5.39529951409e-17,
6.09467768249e-13,1.07905990282e-16,
6.10077540853e-13,1.61858985423e-16,
6.10687923534e-13,1.88835482993e-16,
6.11298916903e-13,9.44177414965e-17,
6.11910521572e-13,1.07905990282e-16,
6.12522738151e-13,9.44177414965e-17,
6.13135567252e-13,1.34882487852e-17,
