;BA_price;Put/Call;Expiration;Strike_175000_AVG_Daily_Price;Strike_180000_AVG_Daily_Price;Strike_185000_AVG_Daily_Price;Strike_190000_AVG_Daily_Price;Strike_195000_AVG_Daily_Price;h-error;h-kappa;h-rho;h-sigma;h-theta;h-v0;m-delta;m-error;m-lambda;m-mu;m-sigma
0;188500;C;0.060483870999999995;14126.25;9591.621622;5839.751553;3103.125;1323.2676060000001;3607.1299596764798;1.5236941510992539;0.35730323609306636;1.5337164444184663;0.2226996645136856;0.1983741137945978;-0.12626061596058635;17820.458734184784;0.5547245314642755;0.38873623918864775;1.1963077712365897
1;188500;P;0.060483870999999995;511.4088398;1106.384743;2414.6748399999997;4651.1895159999995;7889.285714;14528.881753942282;0.5215655848810263;0.6338540046440828;1.46827856844356;0.763832483500896;1.1206646715220323;0.16622939630279165;18138.237745288377;0.4165003930479396;0.2841053910146427;1.2361649962982977
2;183500;C;0.056451613;13148.29268;8544.384766;4848.878556000001;2854.6836559999997;1193.7865689999999;9225.178170681176;1.0042549727082812;-0.11628134939021217;0.8027805440229417;1.344089659233449;0.8054990883911817;0.016937625921656263;2169.381785652451;-0.9375755670152899;0.8041377090854096;0.5153078669738367
3;183500;P;0.056451613;660.7809583;1370.0412199999998;2914.488081;5035.06135;9027.52809;8859.20936061026;1.1761882809713282;0.006044744661631407;1.3341072879229101;0.04805836968675026;0.45353324028038977;0.3210318326715613;7672.3275113508935;0.5774644324110472;0.9012197214578603;0.08248362207859272
4;183500;C;0.177419355;16495.0;12297.5;8626.666667;5425.555556;3758.75;;;;;;;;;;;
5;188500;C;0.181451613;3050.0;4800.0;12700.0;6620.0;3900.0;;;;;;;;;;;
6;188500;P;0.181451613;3050.0;4800.0;12700.0;6620.0;3900.0;;;;;;;;;;;
7;188500;C;0.43145161299999996;6490.0;4800.0;12700.0;9430.0;3900.0;;;;;;;;;;;
8;188500;P;0.43145161299999996;6490.0;4800.0;12700.0;9430.0;3900.0;;;;;;;;;;;
